author,content
AndrzejDuda,"Wczoraj odszedł Andrzej Rozpłochowski - legendarny Człowiek Solidarności, Przewodniczący komitetu strajkowego Huty Katowice w 1980 roku, który podpisał słynne Porozumienie Dąbrowskie (Katowickie). Dał ważny wkład w naszą współczesną niepodległość. Cześć Jego Pamięci! R.I.P."
AndrzejDuda,"Wolna Polska nigdy nie zapomni o 9. Poległych Górnikach z „Wujka”. 
Cześć i chwała Bohaterom! #Wujek81Pamietamy https://t.co/y9eNHD7u8X"
AndrzejDuda,"Выказваю салідарнасць з усімі палітвязнямі рэжыму Лукашэнкі –  у т.л. з асуджанымі сёння ў рамках паказальнага працэсу Сяргея Ціханоўскага. Я ўражаны адвагай беларусак і беларусаў, барацьба якіх нагадвае нашу барацьбу з камуністычным рэжымам."
AndrzejDuda,"Wyrażam solidarność ze wszystkimi więźniami politycznymi reżimu Łukaszenki, w tym ze skazanymi dzisiaj w pokazowym procesie Siarhieja Cichanouskiego. Jestem pod wrażeniem odwagi Białorusinek i Białorusinów, których walka przypomina naszą walkę przeciwko reżimowi komunistycznemu."
AndrzejDuda,"Dziękuję wszystkim, którzy zapalili #ŚwiatłoWolności. Ogień Pamięci zapłonął w domach, szkołach, instytucjach publicznych w Polsce i placówkach dyplomatycznych na całym świecie. 
Pamiętamy o Ofiarach stanu wojennego! https://t.co/lG8RS2IxFj"
AndrzejDuda,"In the name of the entire Polish Nation, I offer my heartfelt condolences to President Joe Biden @POTUS and to all Americans on the death of innocent victims of the tragic tornadoes. Our thoughts and prayers are with you. 🇵🇱🇺🇸"
AndrzejDuda,"Największa satysfakcja jest wtedy, gdy coś zmienia się na lepsze. Dobro wraca ale i dobre wraca. #Końskie https://t.co/uLlqRxx6Gq"
AndrzejDuda,Bądźmy solidarni z Białorusią. Dziś to jedno z najważniejszych wyzwań demokratycznego świata. Z takim przesłaniem wystąpiłem podczas #SummitForDemocracy. Dziękuję @POTUS @JoeBiden za zaproszenie. https://t.co/CReHWjTC9S
AndrzejDuda,"Zbliża się 40. rocznica wprowadzenia stanu wojennego. 
Pokażmy, że pamiętamy!
13 grudnia zapal #ŚwiatłoWolności https://t.co/JKePiq3ZWv"
AndrzejDuda,"Pęka serce kiedy giną Ci, którzy swoją pracą i służbą nieśli pomoc i poświęcali się dla innych. Składam najszczersze kondolencje Rodzinom i Bliskim Druhów z Ochotniczej Straży Pożarnej Czernikowo, którzy dziś rano pełniąc służbę zginęli w tragicznym wypadku drogowym. RIP"
AndrzejDuda,"Gratuluję czeskim sąsiadom powołania nowego premiera. Życzę panu @P_Fiala sukcesów, a mojemu przyjacielowi, Prezydentowi Milošowi Zemanowi, jak najszybszego powrotu do zdrowia. Udaję się teraz na szczyt Grupy Wyszehradzkiej, która jest platformą współpracy dla naszych krajów."
AndrzejDuda,"Blisko 900 obywateli Białorusi jest więzionych przez Łukaszenkę tylko dlatego, bo chcieli by ich Kraj był wolny i demokratyczny. Polska pragnie takiej samej Białorusi jak oni. Wyrażam solidarność ze wszystkimi ofiarami łukaszenkowskiej dyktatury. #StandWithBelarus"
AndrzejDuda,"Каля 900 грамадзянаў Беларусі знаходзяцца ў лукашэнкаўскіх турмах толькі за тое, што хацелі, каб іхная краіна была свабоднай і дэмакратычнай. Польшча хоча дакладна такой Беларусі, як яны. Выказваю сваю салідарнасць з усімі ахфярамі лукашэнкаўскай дыктатуры. #StandWithBelarus"
AndrzejDuda,"W tym roku Ukraina obchodzi 30. rocznicę niepodległości. Z tej okazji w czasie mojej wizyty w Kijowie przekazałem „Sonety Krymskie” Adama Mickiewicza przetłumaczone na język ukraiński i krymskotatarski.
Jesteśmy i będziemy sobie bliscy!
🇵🇱🤝🇺🇦 https://t.co/SJZezTXkB6"
AndrzejDuda,"Stanowczo potępiam wszelkie akty antysemityzmu. Barbarzyństwo, którego dopuściła się grupa chuliganów w Kaliszu, stoi w sprzeczności z wartościami, na których oparta jest Rzeczpospolita. A wobec sytuacji na granicy i akcji propagandowych przeciwko Polsce jest wręcz aktem zdrady."
AndrzejDuda,"W imieniu Rzeczypospolitej bardzo dziękuję wszystkim Żołnierzom, Policjantom, Straży Granicznej i Każdemu, kto pełni służbę na naszej granicy. Dzisiaj miałem okazję uścisnąć dłoń niektórym z Nich. Swoją ofiarną służbą bronią naszego bezpieczeństwa. Chwała Im i wdzięczność! 🇵🇱 https://t.co/ns95UDrorj"
AndrzejDuda,"I would like to thank the Presidents of 🇱🇹🇬🇪🇱🇻🇪🇪🇺🇦 @GitanasNauseda @Zourabichvili_S @valstsgriba @AlarKaris @ZelenskyyUa, as well as the leader of democratic Belarus @Tsihanouskaya, for their full support and understanding.  By defending our borders, we 🇵🇱 defend Europe 🇪🇺."
AndrzejDuda,"100 rocznica urodzin Pani Doktor Wandy Półtawskiej - Damy Orderu Orła Białego. Rozmowa z Jubilatką to nie tylko zaszczyt ale i uczta intelektualna. Pani Doktor w olimpijskiej formie, niezmiennie przywiązana do fundamentalnych wartości, niezłomna w obronie życia.
Plurimos annos! https://t.co/hTH04m8EkW"
AndrzejDuda,"UWAGA! Okradziono Maję Włoszczowską. Złodzieje zabrali Jej 3 rowery. Przeczytaj charakterystykę, może pomożesz!  https://t.co/BdtAB0zqjl"
AndrzejDuda,"Thank you very much, President @AlarKaris , for your visit and a very interesting conversation. Estonia 🇪🇪 can always count on Poland 🇵🇱 as an ally and a partner."
AndrzejDuda,"I thank the President @EmmanuelMacron for the invitation and a very good meeting in Paris.  I hope this important, friendly conversation will benefit Poland, France and the EU. 🇵🇱🇫🇷🇪🇺 https://t.co/gSYhqgdoRC"
AndrzejDuda,"W piątek rozmowa z Prezesem PZPN @Czarek_Kulesza, a dziś decyzja o uznaniu obywatelstwa @mattycash622. 
Gratuluję i życzę powodzenia na boisku! 🇵🇱🇵🇱🇵🇱⚽️⚽️⚽️"
AndrzejDuda,"Odszedł Krzysztof Kiersznowski, znakomity twórca niezapomnianych kreacji aktorskich - Nuty w Vabankach, Wąskiego w Kilerze, i wielu innych. Człowiek wartości i refleksji, który na przekór przeciwnościom wykonywał swój zawód. Do ostatnich dni. Cześć Jego pamięci! R.I.P."
AndrzejDuda,"W czasie spotkania z premierem @MorawieckiM wystąpiłem z inicjatywą wysłania konwoju humanitarnego na granicę z Białorusią. Trzeba pomóc imigrantom koczującym po białoruskiej stronie granicy. Apeluję do Białorusi o wpuszczenie pomocy. W ciężarówkach są namioty, łóżka i koce."
AndrzejDuda,"Dyplom Zdobywcy I Nagrody w XVIII #KonkursChopinowski dla kanadyjskiego pianisty Bruce’a  (Xiaoyu) Liu już przygotowany. Wręczenie wszystkich laurów konkursowych i koncert finałowy już dziś wieczorem.
#ChopinCompetition https://t.co/pfwpucfIZM"
AndrzejDuda,"Bruce (Xiaoyu) Liu zwycięzcą XVIII #KonkursChopinowski. Gratuluję!
Brawa dla wszystkich Uczestników, wyrazy wdzięczności dla Jurorów. Dzięki Wam to było wielkie święto Muzyki! 
#ChopinCompetition"
AndrzejDuda,"Ačiū, mielas drauge @GitanasNauseda, už neeilinį 🇵🇱 ir 🇱🇹 santykių laikotarpį ir ačiū, ministre pirmininke @IngridaSimonyte, už vienybę ginant ES sienas. Bet labiausiai 230-ųjų Tarpusavio įžado metinių proga norėčiau padėkoti Lietuvai už geriausius mūsų istorijos šimtmečius."
AndrzejDuda,"Dziękuję, drogi Przyjacielu @GitanasNauseda za nową jakość w relacjach polsko-litewskich i dziękuję Pani Premier @IngridaSimonyte za jedność w sprawach obrony granicy UE. W 230-lecie Zaręczenia naszych państw z całego serca dziękuję Litwie za najlepsze wieki naszej historii."
AndrzejDuda,https://t.co/Gz7Yx0dCGc
AndrzejDuda,"Dziękuję za to przypomnienie. Niektóre tweety źle się starzeją. Dla PO i PSL, który wówczas zapewniał szczęście i dobrobyt „by żyło się lepiej”. Przypomnijcie jeszcze jaka była siła nabywcza średniej pensji, emerytury i świadczeń społecznych do tego litra benzyny po 6 zł w 2012r."
AndrzejDuda,"My heartfelt congratulations to H.E. @AlarKaris , newly sworn in President of the Republic of Estonia 🇪🇪. I am looking forward to our meeting soon. Our countries are steadfast allies and great friends who can always count on each other."
AndrzejDuda,"Wczoraj byli smutni i wściekli, dziś nasi Reprezentanci @AmpFutbolPolska po zwycięstwie 1:0 w meczu Rosją, z radością i satysfakcją odebrali brązowe medale Mistrzostw Europy. Panowie, brawo! Jesteśmy z Was mega dumni! Dziękujemy! Dajecie piękny przykład siły ducha! 🇵🇱"
AndrzejDuda,"Dziś rano odszedł dr Jerzy Targalski. Historyk, politolog i publicysta. Odszedł przedwcześnie, miał 69 lat. Wolna, suwerenna i niepodległa Polska straciła Rycerza z mocą i determinacją walczącego o Jej umocnienie. Cześć Jego pamięci! R.I.P."
AndrzejDuda,Gen. Janusz Adamczak został wybrany na jedno z najważniejszych sojuszniczych stanowisk - dyrektora Międzynarodowego Sztabu Wojskowego NATO. Duży sukces Polski i Pana Generała! Gratuluję!
AndrzejDuda,"2/2 Niektóre słowa musiały paść. Rozczarowanie Polski postawą budowniczych Nord Stream 2 oraz częstą naiwnością wobec intencji władz Rosji, jest czymś, co podziela znaczna część naszego regionu. I jeszcze raz: Unia jest prawdziwie europejską, gdy jest otwarta na nowych członków."
AndrzejDuda,"1/2 Jestem pod wrażeniem dzisiejszej, szczerej wymiany poglądów w ramach Grupy Arraiolos. Dziękuję za słowa poparcia dla naszego stanowiska w sprawie konieczności rozszerzenia Unii, za solidarność w sprawie obrony jej granicy i za wybór Polski na organizatora Arraiolos 2024."
AndrzejDuda,"I am deeply saddened by the passing of the former President of Portugal, Jorge Sampaio,  a remarkable statesman and human rights defender, a great European. Soon, I will participate in the meeting of the Arraiolos Group, the body he founded in 2003, making his legacy immortal."
AndrzejDuda,"Bardzo dziękuję prezydentowi Niemiec za dzisiejszą rozmowę. Frank-Walter Steinmeier zapewnił mnie, że Niemcy jednoznacznie potępiają działania Aleksandra Łukaszenki na granicy UE i że możemy liczyć na ich pełne wsparcie. Wkróce będziemy też rozmawiać na forum Grupy Arraiolos."
AndrzejDuda,"O, Matko! Co za horror! Ale Panowie Biało-czerwoni, szacunek za grę z charakterem do ostatniej sekundy. Szacunek wielki. Brawo! Dziękujemy! Uff... gramy dalej o awans! 🇵🇱👏🇵🇱"
AndrzejDuda,"Я цалкам салідарызуюся з Марыяй Калеснікавай і Максімам Знакам, якім сёння ў Беларусі прысудзілі драконаўскія выракі. Польшча патрабуе безумоўнага вызвалення ўсіх палітычных зняволеных. Гэтых людзей зняволілі за змаганне за незалежную і дэмакратычную Беларусь."
AndrzejDuda,"W pełni solidaryzuję się z Mariją Kalesnikawą i Maksimem Znakiem, którzy dziś zostali na Białorusi skazani na drakońskie kary. Polska domaga się bezwarunkowego uwolnienia wszystkich więźniów politycznych. Ludzie ci są więzieni za walkę o niepodległą i demokratyczną Białoruś."
AndrzejDuda,"August 1944 in Warsaw, the Germans murdered eight Sisters of Charity for hiding sick Jews in a shelter. The Sisters were doused with gasoline and burned alive.

 There is no other nation that has suffered so much for helping Jews ...

 We don't want much, only the truth ..."
AndrzejDuda,Mamy kolejny polski medal w Tokio. Alicja Jeromin zdobyła brąz w biegu na 200 m. Brawo! Dziękujemy! Gratulujemy i pozdrawiamy! 👏🇵🇱
AndrzejDuda,Kolejny Mazurek Dąbrowskiego w na IP w Tokio! Renata Śliwińska zdobyła złoty medal w pchnięciu kulą. Gratulacje! Podziękowania! Brawo! 🇵🇱👏
AndrzejDuda,"W Tokio, Karolina Kucharczyk zdobyła dziś dla Polski złoty medal i pobiła rekord świata w skoku w dal na Igrzyskach Paraolimpijskich. Brawo! Gratulujemy! Dziękujemy i serdecznie pozdrawiamy! 🇵🇱👏"
AndrzejDuda,"Wygraliśmy! Uff… i jesteśmy na 2 miejscu w grupie. Biało-czerwoni, w następnym meczu grajcie jak chcecie, byle wynik był dla Polski taki jak dziś! A za dzisiejsze bramki i wynik BRAWO! Dziękujemy i gratulujemy!
Ps: Panie Robercie, dziękuję…"
AndrzejDuda,I jeszcze jeden medal IP dziś dla Polski w Tokio! Brąz drużynowo zdobyli Rafał Czuper i Tomasz Jakimczuk w paratenisie stołowym. Pięknie Panowie! Brawo! Gratulujemy! Dziękujemy i pozdrawiamy serdecznie! 👏🇵🇱
AndrzejDuda,"Róża Kozakowska zdobyła drugi medal na IP w Tokio! Po niesłuchanie emocjonującym konkursie pchnięcia kulą, w którym Polka dwa razy biła rekord świata, ostatecznie uległa zawodniczce z Ukrainy ale zdobyła srebrny medal. Gratulujemy i dziękujemy! Brawo! 🇵🇱👏"
AndrzejDuda,"Znów świetne wieści dotarły do nas z IP w Tokio! Nasza pływaczka Oliwia Jabłońska zdobyła kolejny medal olimpijski dla Polski, tym razem brązowy na 400 m stylem dowolnym. Brawo! Dziękujemy i gratulujemy! 🇵🇱👏
Czytaj więcej na https://t.co/sO9ipK1EnV"
AndrzejDuda,"Działając solidarnie można osiągnąć nawet to, co wielu wydaje się niemożliwe. https://t.co/MzrB2qXLiH"
AndrzejDuda,"Na IP w Tokio: wczoraj dwa medale Rafał Czuper srebro w paratenisie stołowym, a Marzena Zięba zdobyła brąz w podnoszeniu ciężarów. Dziś Lucyna Kornobys srebro w pchnięciu kulą, Renata Kałuża brąz w jeździe indywidualnej na czas Handbike. Brawo! Gratulujemy! Dziękujemy! 🇵🇱👏👍👏"
AndrzejDuda,Kolejny dziś złoty medal dla Polski w Tokio. Wspaniale rzucał dyskiem i wygrał Piotr Kosewicz. Brawo! Brawo! Brawo! Gratulujemy i dziękujemy! 🇵🇱
AndrzejDuda,Jest!!! Kolejny złoty medal dla Polski w Tokio zdobył Patryk Chojnowski w tenisie stołowym. Dziękujemy! Gratulujemy! Pozdrawiamy! Brawo!
AndrzejDuda,Sypią się medale dla Polski w Tokio. Tenisiści stołowi zgarniają kolejne laury. Natalia Partyka i Maksym Chudzicki zdobyli brązowe medale i na tym nie koniec! Brawo! Gratulujemy! Dziękujemy! https://t.co/wTmeUhIdXG
AndrzejDuda,Karolina Pęk - 23 letnia tenisistka stołowa zdobyła dla Polski brązowy medal na Igrzyskach Paraolimpijskich w Tokio. Brawo! Gratulujemy i dziękujemy!
AndrzejDuda,"Kolejne medale dla Polski w Tokio! Dziś złoty medal zdobyła Róża Kozakowska w rzucie maczugą. Srebro zdobył Michał Derus w biegu na 100 m, a brąz Lech Stoltman w pchnięciu kulą. Gratulujemy i dziękujemy! Brawo! 🇵🇱👍👏"
AndrzejDuda,"I condemn in strongest terms the heinous attacks at Kabul airport that resulted in dozens of casualties, including US army soldiers, our Allies. My prayers go to the families of those affected by this act of cowardice. Poland stands with our US and Afghani friends."
AndrzejDuda,Znów świetne wieści z Tokio. Nasza sztangistka Justyna Kozdryk zdobyła brązowy medal w rywalizacji ciężarowców do 45 kilogramów. Brawo! Gratulujemy! Dziękujemy! 🇵🇱👏💪👍
AndrzejDuda,Brawo! Są pierwsze dwa medale dla Polski na Igrzyskach Paraolimpijskich w Tokio. Medal brązowy zdobył Marcin Polak wraz z pilotem Michałem Ładoszem w wyścigu na dochodzenie na 4 km. w kolarstwie torowym. Drugi medal - srebrny wywalczył w szermierce w kategorii B Adrian Castro.
AndrzejDuda,Wczoraj wieczorem w Wielkiej Brytanii odeszła Pani Karolina Kaczorowska wdowa po ostatnim Prezydencie RP na Uchodźstwie Ryszardzie Kaczorowskim. Była niezwykle miłą i życzliwą ludziom Pierwszą Damą polskiego Londynu. RiP
AndrzejDuda,"Z radością podpisałem Ustawę o odbudowie Pałacu Saskiego, Pałacu Brühla oraz kamienic przy ulicy Królewskiej. 
Dzisiaj zaczynamy to wielkie wspólne dzieło odbudowy! https://t.co/l0Vhnmtujt"
AndrzejDuda,Odejście Ks. Arcybiskupa Henryka Hosera do Domu Ojca to dla Polski i Kościoła duża strata. Będzie brakowało tego  mądrego Kaplana o wielkiej wiedzy i sile ducha. Wieczne odpoczywanie racz Mu dać Panie! RiP
AndrzejDuda,"Odszedł Siergiej Kowalow - obrońca praw człowieka, przyjaciel Polski, odznaczony przez prezydenta Lecha Kaczyńskiego Krzyżem Wielkim Orderu Zasługi RP i nie na darmo nazywany ""sumieniem Rosji"". Niech spoczywa w pokoju. RiP. Nigdy nie zostanie zapomniany."
AndrzejDuda,Brawa dla naszych Biegaczek 4x400 metrów za zdobyty w pięknym stylu srebrny medal olimpijski! Gratulacje i podziękowania! 🇵🇱👏
AndrzejDuda,"Karolina Naja, Anna Puławska, Justyna Iskrzycka i Helena Wiśniewska zdobyły brązowy medal w K-4 na 500 metrów podczas igrzysk olimpijskich w Tokio! Brawo! Brawo! Brawo! Z całego serca gratulujemy i dziękujemy! 

Czytaj więcej na https://t.co/e0cEZIEsKV"
AndrzejDuda,Maria Andrejczyk ze srebrnym medalem olimpijskim w rzucie oszczepem. Piękna i dzielna dziewczyna. Wielka radość w rodzinnym domu i we wszystkich naszych sercach. Brawo! Wielki sukces! Gratulujemy i dziękujemy! 🇵🇱
AndrzejDuda,Dawid Tomala zdobył złoty medal w chodzie na 50 km. w pięknym stylu. Robert Korzeniowski doczekał się godnego następcy. Brawo! Brawo! Brawo! Dziękujemy i gratulujemy!
AndrzejDuda,"Zwróciłem się do @PremierRP @MorawieckiM o udzielenie wsparcia Turcji, która potrzebuje samolotów i śmigłowców gaśniczych do walki z pożarami. Nasi Strażacy wkrótce udadzą się na miejsce. Przyjaciele w potrzebie mogą na nas liczyć. Dziękuję @MSWiA_GOV_PL za doskonałą współpracę."
AndrzejDuda,"Polacy triumfują nie tylko w Tokio. Jan-Krzysztof Duda zwyciężył w Pucharze Świata w szachach i jest pierwszym w historii Polakiem, który wygrał ten turniej! Brawo! Brawo! Brawo! Gratulujemy i dziękujemy!"
AndrzejDuda,"Wojciech Nowicki: „Paweł jest ode mnie lepszy. Pomimo tego że wygrałem, to on jest lepszy. I cały czas będę tak twierdził. Ma to ""coś"", o czym ja mogę tylko pomarzyć. Tyle tylko, że dzisiaj ja miałem swój dzień i zamieniliśmy się miejscami.” Klasa.
https://t.co/916H78a3vQ"
AndrzejDuda,"Wojciech Nowicki i Paweł Fajdek! Dwa kolejne medale dla Polski - złoto i brąz! Panowie, szacunek! Brawo! Brawo! Brawo! Gratulujemy i dziękujemy! Jesteście wspaniali! 👏🇵🇱👏👍💪"
AndrzejDuda,Patryk Dobek z brązowym medalem w biegu na dystansie na 800m! Kolejny piękny dzień dla Polski w Tokio. Brawo! Dziękujemy! Gratulacje! 👏🇵🇱🇵🇱
AndrzejDuda,Znów świetne wieści z Tokio: Agnieszka Skrzypulec i Jolanta Ogar zdobyły srebrny medal olimpijski w żeglarskiej klasie 470. Gratulacje i wielkie brawa. DZIĘKUJEMY! 🇵🇱👏
AndrzejDuda,Anita Włodarczyk złoto i Malwina Kopron brąz w rzucie młotem na igrzyskach w Tokio! Co za dzień! Brawo! Brawo! Brawo! Gratulujemy! DZIĘKUJEMY! 🇵🇱🇵🇱👍😉
AndrzejDuda,Tadeusz Michalik brązowym medalistą olimpijskim w zapasach! Brawo! Gratulacje! DZIĘKUJEMY! 👏💪👍🇵🇱
AndrzejDuda,"Brawo! Gratulacje! Karolina Naja i Anna Puławska podtrzymały kapitalną passę polskiej kajakarskiej dwójki kobiet na igrzyskach olimpijskich i zdobyły srebrny medal. DZIĘKUJEMY! 

Czytaj więcej na https://t.co/cmAxA0Uazx"
AndrzejDuda,"Jest!!! Pierwszy na Igrzyskach w Tokio złoty medal dla Polski! Brawa, gratulacje i gorące podziękowania dla Zawodniczek i Zawodników naszej sztafety mieszanej 4x400 m. Co za wynik! Rekord olimpijski i rekord europy pobite! Radość i duma! 🇵🇱👏"
AndrzejDuda,"Trzymam kciuki za sukcesy WSZYSTKICH naszych Olimpijczyków i jestem duchem z Nimi zawsze, czy zdobywają medal czy nie. Szanuję KAŻDEGO, kto ciężko trenuje by godnie reprezentować Polskę. Z wielką radością przyjąłem srebrny medal naszych Wioślarek. Gratuluję i dziękuję! Brawo!"
AndrzejDuda,"Najciekawsze jest to, że żarliwi „obrońcy Konstytucji” z ostatnich lat obecnie za wszelką cenę walczą by zdeprecjonować jej rangę. A kiedyś rzeczywiście bronili, co dziś im przypomniano: https://t.co/Gr3w2d7e86"
AndrzejDuda,"Tak było rok temu. Jeszcze raz dziękuję za wsparcie i głosy wszystkim Państwu, którzy byliście z nami. Działamy dalej, bo wiele jest jeszcze do zrobienia i wyzwania wielkie. Niech żyje Polska! 🇵🇱 https://t.co/9EFqrp7za9"
AndrzejDuda,"Poruszająca wizyta w Michniowie. Musimy pamiętać o ponad 800 polskich wsiach spacyfikowanych podczas II wojny światowej. Mauzoleum Martyrologii Wsi Polskich, to miejsce ważne i bardzo potrzebne. Dobrze, że wreszcie powstało. 
Niech służy przyszłości. https://t.co/ij0IpgB0oY"
AndrzejDuda,"Trójmorze, to najbardziej dynamicznie rozwijająca się część UE, w której  mieszka 120 mln obywateli. Głęboko wierzę, że nasza współpraca w ramach 3SI przyniesie dobre owoce naszym społeczeństwom, państwom, a także całej UE. #3SI https://t.co/Ih052VM6r6"
AndrzejDuda,"Przekazałem na ręce Pani Marszałek @elzbietawitek prezydencki projekt ustawy o odbudowie #PałacSaski. Wierzę, że to wielkie jednoczące przedsięwzięcie będzie źródłem dumy dla nas i dla przyszłych pokoleń. 
🇵🇱 https://t.co/PIgfs9EZWR"
AndrzejDuda,"Spektakularne zwycięstwo Huberta Hurkacza! Nasz Tenisista wygrał z Rogerem Federerem 6:3, 7:6 (7-4), 6:0 i awansował do półfinału wielkoszlemowego Wimbledonu! Brawo! Gratulujemy! Dziękujemy i trzymamy kciuki! https://t.co/LEl8ctRnGn"
AndrzejDuda,"Dziś przekazałem pamiątkowe tablice, wzorowane na powstańczym sztandarze „Tobie Polsko”, przedstawicielom kilkudziesięciu samorządów z województwa śląskiego i opolskiego. Będą znakiem wdzięczności, szacunku i dumy z naszej historii.
🇵🇱 Chwała Powstańcom Śląskim! 🇵🇱 https://t.co/eiAIVyXU0w"
AndrzejDuda,"Były głosy, że się tego nie da zrobić, że to niemożliwe, a dzisiaj już wypatrujemy zakończenia realizacji tej wielkiej inwestycji. Wizyta na budowie #PrzekopMierzei robi wrażenie! https://t.co/03BAndLVp5"
AndrzejDuda,"Zgodnie z decyzjami Sojuszników, postanowiliśmy nie przedłużać misji Polskiego Kontyngentu Wojskowego w Afganistanie. Z końcem czerwca, po 20 latach, kończymy wojskowe zaangażowanie w największej  operacji NATO w historii. Już dziś w nocy do kraju powrócą pierwsi polscy żołnierze"
AndrzejDuda,Prezydent Mołdawii Maia Sandu jest dziś symbolem młodości i otwartości w polityce swojego kraju. Życzyłem Jej dziś pomyślnego dla Jej planów politycznych wyniku zbliżających się wyborów parlamentarnych i zapewniłem o polskim wsparciu dla europejskich (UE) aspiracji Mołdawii. 🇵🇱🇲🇩 https://t.co/hiwPtiNfTB
AndrzejDuda,"Emocje piłkarskie nikną wobec pożaru w Nowej Białej na Podhalu, gdzie spłonęło 13 domów i 23 budynki gospodarcze. Dzięki opiece Opatrzności i bohaterstwu Strażaków nikt nie zginął. Premier Morawiecki zapewnił mnie, że rannym i pogorzelcom udzielana jest stosowna pomoc i wsparcie."
AndrzejDuda,"Dziś 30. rocznica podpisania polsko-niemieckiego traktatu o dobrym sąsiedztwie i przyjaznej współpracy. Z tej okazji wizytę w Warszawie odbył Prezydent RFN Frank-Walter Steinmeier. Rozmawialiśmy o dorobku tych 30 lat, o tym co się udało, a co nie, oraz o wyzwaniach na przyszłość. https://t.co/tfCLW56wOQ"
AndrzejDuda,Dziś w Pałacu Prezydenckim Pan Jakub Błaszczykowski otrzymał Krzyż Komandorski Orderu Odrodzenia Polski - symboliczne podziękowanie od Rzeczypospolitej dla świetnego Człowieka i znakomitego Piłkarza - Reprezentanta Polski. Szacunek! 🇵🇱🤝 https://t.co/nLZTiAtFsx
AndrzejDuda,"Kinga wczoraj się mnie pyta, czy wiem z kim ma być ten ślub, o którym piszą. A ja z pretensjami do Niej, że zaproszenia nie dostałem, na ten ślub, o którym piszą. Cyrk... 😂😂😂 https://t.co/6nCqIZWcaF"
AndrzejDuda,"Ze smutkiem przyjęliśmy z Agatą wiadomość o odejściu Pana Prof. Witolda Kieżuna. Nie tak dawno świętowaliśmy z Nim 99 rocznicę urodzin. Uśmiechał się i mówił, że chciałby żyć 110 lat. Pan Bóg zdecydował inaczej. Panie Profesorze, dziękujemy za Pana wielką miłość do Polski! R.I.P."
AndrzejDuda,"W środę przyjęliśmy z Agatą drugą dawkę szczepionki przeciw COVID19, a dziś „Wracamy do kina!” Polska kultura i jej instytucje potrzebują powrotu do normalności. Kina, teatry, opery i inne przedstawienia artystyczne czekają na widzów. Proszę, wesprzyjcie je swoją obecnością."
AndrzejDuda,"Dziś wręczyłem medale Virtus et Fraternitas Obcokrajowcom, którzy wyświadczyli Polakom i Polsce dobro chroniąc przed śmiercią i zniszczeniem przez totalitaryzmy i mordercze ideologie w XX w.
Medal ustanowiono w 2017 roku. Wolna Polska pamięta i dziękuje! 🇵🇱 #VirtusEtFraternitas https://t.co/D2A4TghshL"
AndrzejDuda,"Wczoraj odwiedziliśmy z Agatą Dzieci przebywające pod opieką Specjalnego Ośrodka Wychowawczego Sióstr Miłosierdzia Św. Wincentego à Paulo w Łbiskach. Niezapomniany, przesympatyczny #DzieńDziecka. Dziękujemy za zaproszenie i niezwykle miłe przyjęcie! :-) https://t.co/hkyYz3wFBN"
AndrzejDuda,Wydarzenia na Białorusi związane z wymuszeniem lądowania samolotu pasażerskiego są kolejnym przykładem naruszania fundamentalnych zasad prawa międzynarodowego. Społeczność międzynarodowa nie może pozostawać obojętna. Konieczne jest zdecydowane działanie wobec władz białoruskich.
AndrzejDuda,Brawa i serdeczne gratulacje dla Roberta Lewandowskiego @lewy_official! Wspaniały dzień! Historyczny rekord Gerda Muellera pobity! 41. bramkę w tym sezonie ligowym Robert Lewandowski zdobył w 90 min. meczu z Augsburgiem! 🇵🇱DUMA!🇵🇱 Dziękujemy!
AndrzejDuda,"Sześcioraczki z Tylmanowej kończą dziś 2 latka. Razem Agatą i naszymi Współpracownikami z KPRP składamy Im najserdeczniejsze życzenia: Kaju, Nelu, Zosiu, Malwinko, Filipie i Tymonie życzymy Wam 100 lat! 🌼😍 BUZIAKI!😘 Serdeczne pozdrowienia dla Rodziców! https://t.co/nOiBoDiHBH"
AndrzejDuda,Uzdrowisko w Kopalni Soli w Wieliczce. Trwają zajęcia fizjoterapeutyczne dla pacjentów po przejściu COVID19. W tutejszym mikroklimacie i niesamowitym otoczeniu dają znakomite efekty. Dziękuję Zarządowi Kopalni i Uzdrowiska oraz Personelowi medycznemu za zaangażowanie. Brawo! https://t.co/eCU80yY3bH
AndrzejDuda,Bardzo dziękuję za wszystkie życzenia urodzinowo-imieninowe i miłe słowa. Serdecznie pozdrawiam Wszystkich Państwa na TT! Spokojnej nocy!
AndrzejDuda,"Wspaniały sukces Igi Świątek! Zwycięstwo w finałowym pojedynku WTA 1000 w Rzymie bez straty gema! To trzecia wygrana Igi w turniejach WTA. W poniedziałek będzie na 10. miejscu w rankingu WTA! Brawo! Gratulujemy! Duma! 👍🍾💐
https://t.co/maL6PZNdp0"
AndrzejDuda,"Mamy w Polsce wielu świetnych Przedsiębiorców, odnoszących sukcesy biznesowe na naszym rynku i w innych krajach. Pełnią ważną rolę w budowaniu gospodarki i prestiżu Rzeczypospolitej.
Dziś z satysfakcją wręczyłem po raz 6 Nagrody Gospodarcze Prezydenta RP. Gratulacje! https://t.co/13DTWLRSx2"
