author,content
krzysztofbosak,"Za chwilę będą gościem wywiadu „Gość Wydarzeń” w @TelewizjaPolsat, zapraszam"
krzysztofbosak,"Rząd amerykański chwali się, że w ramach kontraktu na atom Polacy przekażą Amerykanom kapitał umożliwiający stworzenie 100 tysięcy nowych miejsc pracy w USA"
krzysztofbosak,"Pouczająca historia z następującym wnioskiem: „chory jest cały system, a nie tylko sądy”. Ten system to poza sądami także policja i prokuratura."
krzysztofbosak,"Coraz większe problemy @PL_2050 z wiarygodnością, ale w sumie czego spodziewać się po formacji, która swoją reprezentację sejmową złożyła z częściowo skompromitowanych polityków PiS i PO?

Kolejna fałszywa alternatywa."
krzysztofbosak,"Kurier Lubelski: „Napływ imigrantów sprawił, że rynek mieszkań pod wynajem bardzo się skurczył”"
krzysztofbosak,"* Jako uzupełnienie wcześniejszego wpisu warto dodać, że @jakubwiech zwrócił słusznie uwagę, że premier Szwecji nigdy nie wypowiedział przypisanych mu w tym wpisie słów. W błąd wprowadził serwis @wgospodarce, dokonując tłumaczenia artykułu i myląc autora tekstu z premierem."
krzysztofbosak,Materiał na komisję śledczą
krzysztofbosak,"Ciekawy wątek o trendach w światowej energetyce, wnoszący dodatkowe konteksty do mojego pesymistycznego porannego wpisu o spadku poziomu życia zwykłych Polaków z powodu wdrażanie regulacji UE. Autor nie polemizuje z tym tylko przekonuje, że cały świat idzie w tę samą stronę co UE"
krzysztofbosak,"Dziękuję za dobre spotkanie! Dyskusja pokazała, że na Zamojszczyźnie tematem numer 1 są obawy związane z wywłaszczeniami pod CPK i linią kolejową, którą rząd zamierza tu budować"
krzysztofbosak,"Pan Marcin z pewnością uważa, że do nas mu bardzo daleko (zdaje się że działał z @PL_2050), ale o UE czy euro pisze ostatnio to samo co i ja bym napisał"
krzysztofbosak,"Ostrożnie z tymi diagnozami. Pamiętajmy, że każdy rząd uprawia propagandę. Na razie poza symbolicznym i nic nie wnoszącym gestem „likwidacji” (czyli zmiany nazwy) ministerstwa klimatu Szwecja nie zakwestionowała żadnego elementu polityki UE. I nie przewiduję, że to zrobi"
krzysztofbosak,Prokurator zamawia opinie na za dwa lata??? @ZiobroPL
krzysztofbosak,To jest typowa zagrywka z repertuaru taktyki PJK. Tworząc od zera wyreżyserowany przez siebie konflikt próbuje ustawiać sobie przeciwnika (w tym wypadku Konfederację) w narożniku. Działa to tylko o tyle o ile dziennikarze podchwycą przynętę i zatańczą tak jak PJK im zagra
krzysztofbosak,"Tik tok cenzuruje, choć zapewniał że będzie inaczej"
krzysztofbosak,"Sama przebudowa ciepłownictwa szacowana jest na kilkaset miliardów złotych. Przy czym mowa wyłącznie o wymaganych nakładach inwestycyjnych, a nie o wzroście kosztów ponoszonych rok w rok przez społeczeństwo. Tego ludziom nikt nie prezentuje"
krzysztofbosak,"Żadne dotacje UE nie zrównoważą zamknięcia górnictwa, dezorganizacji i wzrostu kosztów energetyki, zakazu jedynych masowo dostępnych obecnie samochodów, koszmarnych wzrostów kosztów budowy i ogrzewania mieszkań i domów oraz krępowania życia setkami zbędnych przepisów i regulacji."
krzysztofbosak,Wgląd w politykę niemiecką
krzysztofbosak,"Dziękuje za dobre słowa, ale apeluję o nieobrażanie tych dziennikarzy, którzy nas zapraszają na wywiad. 

Na krytykę zasługują w pierwszej kolejności ci dziennikarze i te stacje, które w ogóle nie dają szansy przedstawić naszych ocen i przekonań."
krzysztofbosak,"Konsekwencje Traktatu Lizbońskiego. Klasa polityczna, która tak upokorzyła państwo musi odejść"
krzysztofbosak,Nagle
krzysztofbosak,"Cóż, nawet jeśli nie potrafimy zmienić tego trendu społecznego to warto mu się przeciwstawiać w swoim własnym życiu, zakładając rodzinę i mając dzieci. Najlepiej więcej niż dwoje. Obracam się trochę wśród rodzin z większą liczbą dzieci i dają świetny, pociągający przykład 👍🏻"
krzysztofbosak,"Kompetentny i raczej pesymistyczny wątek o demografii i dzietności. Zgadzam się z ocenami Marcina i mówiłem to w wywiadach wielokrotnie, że w kwestii dzietności ponad czynnikami ekonomicznymi są uwarunkowania kulturowe. Na nie trzeba oddziaływać, a prawie nikt tego nie próbuje"
krzysztofbosak,A czemu wóz drabiniasty ma świadczyć o zacofaniu wsi?
krzysztofbosak,Dzięki UE nasz dobrobyt będzie się zmniejszał
krzysztofbosak,Wątek opisujący wchodzenie w recesję branży nieruchomości
krzysztofbosak,"Link do całości:
https://t.co/Z7vP4TOM52"
krzysztofbosak,"Okazuje się, że Rada Języka Polskiego w sprawie „na/w Ukrainie” działała na życzenie polityk z Ukrainy, a nie w oparciu o jakiekolwiek właściwe Polsce kryteria językowe"
krzysztofbosak,"W kolejnych dniach także Rumię, Tczew, Olsztyn i Płock! https://t.co/PJcy1RmRH9"
krzysztofbosak,Jutro wraz z @WTumanowicz i @Nieznanski_M odwiedzimy Zamość - zapraszam! https://t.co/OO2X4h2PO2
krzysztofbosak,"Temat na RBN, ale pomijany w programach RBN, która zresztą jest - jak na obecną sytuację - bardzo rzadko zwoływana"
krzysztofbosak,W tym pytaniu streszcza się tragizm obecnej sytuacji przedstawianej społeczeństwu jako zbrojenie się naszego państwa. Rząd udał się na wielkie zakupy z nieważną kartą kredytową
krzysztofbosak,"Należąca do PGE spółka Enesta wypowiedziała firmom ze specjalnej strefy ekonomicznej w Stalowej Woli umowy na dostawy prądu i gazu. Straty firm z tego tytułu liczone są w milionach zł. „Nazwijmy rzecz po imieniu. Spółka sprzedała nam coś, czego nie miała”
https://t.co/ZYkKehrWzP"
krzysztofbosak,"Obywatelu, czy Twój poseł poinformował Cię już o nowych elementach gospodarki emisyjnej nakazowo-rozdzielczej w UE? Jeśli nie to proszę spełnić swój obowiązek klimatyczny i się zapoznać:"
krzysztofbosak,"Jestem na prawicy 20 lat i nie spotkałem się z tą miłością do konserw z USA. Zainteresowanie prawicą z USA to rzadkie i elitarne zjawisko. Niemniej zgoda, że warto pokazywać jak prawicowi Amerykanie rozpoznają swoje interesy i wyzbywać się zbędnych nadziei na wieczną protekcję"
krzysztofbosak,"Jeśli ktoś śledzi dyskusje o Kościele i chrześcijaństwie, a brakowało mu mojego głosu, to proszę przeczytać ten wątek Kacpra. Robi dobrą katechetyczną robotę"
krzysztofbosak,Nie lepiej jest z siecią szynową. Warszawa aż się prosi o jakąś linie kolejki wokół miasta. To absurd że najkrótsza droga zbiorkomem z Otwocka do Piaseczna prowadzi przez zakorkowaną linie średnicową przez Śródmieście!
krzysztofbosak,* Pisząc o nierozwiniętej sieci drogowej nie mam na myśli poszerzania dróg! Mam na myśli zbyt mało dróg połączonych za sobą - duże obszary miasta trzeba objeżdżać jakimś jednym wąskim gardłem. Jest relatywnie mało mostów i wjazdów do miasta jak na aglomeracje prawie 4 mln ludzi!
krzysztofbosak,"Uwagi ws. komunikacji w Warszawie: Wbrew temu co twierdzi lewica problemem nie jest ogólny nadmiar aut, ale nierozwinięta sieć drogowa i komunikacja publ. W godzinach porannego szczytu korki są na wjazdach, ale w centrum ich nie ma. I zbiorkom jest bardziej przeciążony niż drogi!"
krzysztofbosak,"Sumując to co już wiemy o planach UE w energetyce, budownictwie i transporcie staje się jasne że w kolejnych dekadach dla zwykłych Polaków członkostwo w UE nie będzie oznaczało większego dobrobytu tylko mniejszy. Zwykłych Polaków będzie na coraz mniej stać."
krzysztofbosak,"Dlaczego nie zrobić czegoś podobnego w Polsce?

Dlaczego zarządzanie tworzeniem prawa w Polsce jest tak archaiczne, że bez papieru ciągle żadna komisja sejmowa by nie pracowała, a głosowania na stronie Sejmu nie są powiązane z treścią poprawek?"
krzysztofbosak,Po roku prac w kongresie USA uruchamiany jest system do śledzenia i porównywania wszystkich zaproponowanych wersji ustaw i poprawek oraz tego jak wpłyną one na system prawny. Rozwiązanie wzorowane jest na platformach dla informatyków służących zarządzaniu kolejnymi wersjami kodu
krzysztofbosak,"Ciekawy artykuł, pokazujący jak brak korzystania z wiedzy policji i służb przy nominacjach na najważniejsze urzędy państwowe doprowadził do kilku wpadek, możliwych do uniknięcia"
krzysztofbosak,"Ciekawa, momentami burzliwa rozmowa w @RadioWNET najpierw z redaktorem @LAJankowski, a później także z @CymanskiPL (od 28. minuty):

https://t.co/wpfJR6JUgu"
krzysztofbosak,"Rząd doprowadził do tego, że jesienią zeszłego roku nie tylko zamknięto działającą kopalnię Krupiński, ale zasypano jej główny szyb. Wielkość złóż ocenia się tam na ponad 560 mln ton. Kto odpowie za tę dywersję przeciw bezpieczeństwu energetycznemu Polski?
https://t.co/8llOdmwM6h"
krzysztofbosak,Kontynuując wczorajszy wątek braku programu rządu ws. edukacji domowej: w tym samym czasie kiedy minister @CzarnekP broni niektórych rozwiązań ograniczających edukację domową wiceminister Jan Dziedziczak interpeluje ws. dodatkowego wsparcia dla uczących swoje dzieci w domach 🤷🏼 https://t.co/2P9RZzDHYb
krzysztofbosak,Za moment wywiad u @LAJankowski w @RadioWNET
krzysztofbosak,Także w Wielkiej Brytanii socjaliści chcą wykończyć niezależne od rządu szkolnictwo i ograniczać prawa rodziców
krzysztofbosak,"W momencie gdy zaczął się wzrost cen na rynku budowlanym rząd rozważał czy się z tego nie wycofać. Zwyciężyła niestety obawa przed krytyką ze strony fanatyków pozornie „zielonych” trendów, a nie przed krytyką Polaków, którzy więcej zapłacą za okna."
krzysztofbosak,Na marginesie tego newsa pewna ciekawostka: to że obecnie w domach można instalować wyłącznie okna 3-szybowe to wynik decyzji rządu PiS. UE nam tego nie narzucała. Rząd poszedł przed szereg żeby się przypodobać. Zwiększenia zużycia szkła o 50%. Poprawa parametrów o kilkanaście %
krzysztofbosak,"Zdaje się, że Polska również dołożyła się do szkolenia Afgańczyków. To że prędzej czy później obrócą się było absolutnie do przewidzenia, bo przecież robili to już wielokrotnie w przeszłości."
krzysztofbosak,W jego nowej książce - jak słyszę od tych którzy już czytali - będzie tego jeszcze dużo więcej.
krzysztofbosak,"Brutalnie prawdziwy wątek. Uważam, że w przypadku @R_A_Ziemkiewicz to odpływanie od realizmu jest zamierzone. RAZ jako pisarz postanowił dostarczać Polakom tego czego pragną: Pociągających złudzeń, mile łechczących narodowe ego. Niezobowiązujących podróży w świat wyobraźni."
krzysztofbosak,"Ciekawa informacja z dzisiejszych obrad Senatu: elektrownia Bełchatów pracuje wyłącznie na lokalnym węglu brunatnym i pod tym względem żadne zawirowania jej nie dotyczą. Do ubiegłego roku dostarczali energię do Piotrkowa za 270 zł za MWh, a w tym roku zaproponowali 2800 zł…"
krzysztofbosak,Plusem obecnego zamieszania z projektem mającym zablokować „wyciekanie dzieci z systemu” jest nadzwyczajna mobilizacja zwolenników Edukacji Domowej i chętnych do prowadzenia niezależnych szkół. Zapraszam do współpracy wszystkich zainteresowanych pracą nad ułatwieniami prawnymi!
krzysztofbosak,Czy Paweł Kukiz uwieńczy swą obecność w Sejmie współautorstwem ustawy betonującej aktualny układ polityczny?
krzysztofbosak,Jeśli to nie jest zdrada swoich wyborców to co nią jest?
krzysztofbosak,"Rząd metodami administracyjnymi wygasza sektor budowlany w Polsce. 

Czy wzrost liczby niespłaconych kredytów faktycznie uzasadnia tak radykalne odgórne ograniczenie prawa do uzyskania kredytu? Czy banki nie powinny w szerszym zakresie szacować ryzyka kredytowego i go ponosić?"
krzysztofbosak,"„Dzieci nam wyciekają z systemu” - być może to słynne zdanie byłej minister edukacji z PiS najlepiej streszcza PiSowskie podejście do edukacji w ogóle i do edukacji domowej w szczególności.

Za rządów PiS liczba dzieci w edukacji domowej wzrosła już sześciokrotnie."
krzysztofbosak,Czy PiS w ogóle ma jakiś program w sprawach tak kluczowych dla prawicy jak edukacja i samoorganizacja obywateli czy jego działanie jest tylko wynikiem gry sił wynikającej z lobbingu wewnętrznego i zewnetrznego?
krzysztofbosak,"Źródło:

https://t.co/21074b32c1"
krzysztofbosak,"Bardzo słuszne argumenty z projektu ustawy PiS z 2021 r. o tym, że rejonizacja uczniów w edukacji domowej jest niekonstytucyjna, miażdżące propozycje z projektu ustawy PiS w tej samej sprawie z 2022 r.:

Do wiadomości: @CzarnekP @TRzymkowski @D_Piontkowski @RadoslawBrzozka https://t.co/z64CnTN0oL"
krzysztofbosak,"„Zauważono też, że kierowcy działają jak ""spółdzielnia"". Podzielili między siebie centrum i odpowiadają za zabieranie pasażerów z poszczególnych lokali. Celem są najczęściej kompletnie pijane kobiety opuszczające kluby. Czasami wygląda to jak ""polowanie""-usłyszał reporter RMF FM”"
krzysztofbosak,"„Większość z nich miała podrobione dokumenty tożsamości i podrobione uprawnienia do kierowania pojazdami. Część z nich była pod wpływem alkoholu, a także narkotyków.”

„Sprawdzanie legalności pobytu pokazało też, że kilku z zatrzymanych przebywa w Polsce bezprawnie.”"
krzysztofbosak,"Dziś w nocy @Policja_KSP przeprowadziła w Warszawie dużą obławę na kiełkujące właśnie imigranckie gangi:

„Okazało się, że kierowcy to głównie cudzoziemcy z Kaukazu a także z Azji Środkowej. (…) zatrzymano 12 osób, które będą odpowiadać za przestępstwa.”

https://t.co/3AXSkZduzJ"
krzysztofbosak,"Rozpoczęło się posiedzenie parlamentarnego zespołu ws. Edukacji Domowej. Dajemy głos obywatelom reagującym na szkodliwe zamierzenia rządu. Transmisja na żywo: 

https://t.co/0f17fwQTvx"
krzysztofbosak,Czekamy na analogiczne decyzje sądów w Polsce
krzysztofbosak,Oto z czym trzeba dalej walczyć:
krzysztofbosak,Brawo! Presja ma sens. Tylko pod presją społeczną zorganizowanych środowisk prawicowych ten rząd ustępuje. Dlatego nie wolno odpuszczać i trzeba walczyć o wycofanie pozostałych szkodliwych przepisów. Nie ma i nie będzie zgody na zablokowanie praw rodziców do edukacji dzieci!
krzysztofbosak,"Zgadzam się z autorem wątku. Nazwałbym to realizmem sekularyzacyjnym. Głównym problem nie jest to, że Kościół ma grzesznych wiernych (tak było zawsze) tylko, że stojący na czele Kościoła zaniedbali jasnego nauczania, wzywania do nawrócenia i wiarygodnego przykładu własnego życia"
krzysztofbosak,Uczeń odwiedził mistrza. Spotkanie na szczycie Niedzielski-Fauci 😬
krzysztofbosak,"W tandemie z @MarekSzewczyk_ dziś odsłanialiśmy kulisy polskiej polityki podczas pomad 2-godzinnego spotkania w Pabianicach. Dzięki za liczną obecność, dobre słowa i wszystkie pozytywne reakcje! Wracamy do Warszawy z dodatkową energią! 💪🏻"
krzysztofbosak,"Mało znany fakt: inne państwa unijne mają do Polski pretensje za złamanie reguł Schengen i wpuszczenie przez granicę UE setek tysięcy (milionów?) osób bez żadnej kontroli i ewidencji. Uważają, że powinniśmy dochować procedur."
krzysztofbosak,W @PracodawcyRP trwa dyskusja o bezpieczeństwie energetycznym. Reprezentując @KONFEDERACJA_ staram się wprowadzić element realizmu do tej dyskusji
krzysztofbosak,Tak. Szczególnie gwałtowne zwiększanie kwot rozdań rządowych funduszy dla różnych zaprzyjaźnionych organizacji i luzowanie zasad ich rozliczania. Zaczęło się przygotowanie do miękkiego lądowania.
krzysztofbosak,"Oto jak rząd, po wywaleniu @jkardanowski i przejęciu ręcznego sterowania rolnictwem przez @MorawieckiM, wykończa polskich rolników. Z jednej strony zalew zbóż z Ukrainy, z drogiej zaniżanie cen na rynku przez rządowe spółki. Niebywałe!"
krzysztofbosak,"To jest prawie 1:1 kopia Rady Mediów Narodowych tylko rozciągnięta na wszystkie spółki SP.

Celem PJK jest zmuszenie kolejnego rządu do wejścia w konflikt z prezydentem o likwidacje tej rady lub w sytuację możliwego łamania prawa przy jej omijaniu przy wymianie kadr w spółkach SP"
krzysztofbosak,"„Masz młody, tu są te kwity od służb, co wcześniej rozmawialiśmy. Z Rakowieckiej jest zielone światło, z Nowogrodzkiej akceptacja. Podpisz i o nic nie pytaj”.

Tak mogło to wyglądać. Dlatego ludzi bez poczucia podmiotowości nie należy robić wiceministrami."
krzysztofbosak,Słowa warte uwagi
krzysztofbosak,"Dyplomacja wymaga spotkań i rozmów. Każdy kto atakuje ministrów czy liderów państw za spotkania i ich atmosferę, a nie za decyzje i wyniki rozmów jest idiotą lub propagandystą i należy go ignorować."
krzysztofbosak,Ciekawe w jaki sposób nasze państwo negocjuje udział polskiego przemysłu farmaceutycznego w relokacji produkcji substancji czynnych do UE skoro nie wie takich rzeczy? A może po prostu nie negocjuje?
krzysztofbosak,"A już jutro (wtorek) o 17.00 przed Sejmem protest w obronie Edukacji Domowej. Ja będę wtedy na spotkaniu w Pabianicach, ale gorąco popieram i zachęcam do obecności!"
krzysztofbosak,"Boli mnie to, że ludzie którzy rozwijają swe działalności z dnia na dzień przez rząd stawiani są przed perspektywą, że dzieło ich życia zostanie zniszczone. Jak nie hodowle to firmy, jak nie firmy to szpitale, jak nie szpitale to szkoły. Za to jak traktujecie ludzi czeka Was kara"
krzysztofbosak,"Ta rozwiązanie ma nawet swoją nazwę: Bon Oświatowy. 

W czym problem?

Skoro mógł być Bon Turystyczny to dlaczego nie oświatowy?"
krzysztofbosak,"Jeśli problemem jest to, że uszczuplona część pieniędzy na ucznia w edukacji domowej trafia do szkół wyspecjalizowanych w ED to mam proste rozwiązanie tego „problemu”: zamiast likwidować te szkoły przekażcie te pieniądze rodzicom, którzy sami wzięli na siebie ciężar nauki dzieci!"
krzysztofbosak,"Dyrektor gabinetu ministra edukacji broni ustawy wymierzonej w edukację domową. 

Co warte Wasze dementowanie, jeśli w projekt jest wpisany limit maksymalnie 50% uczniów w edukacji domowej? Przecież to oznacza zamknięcie wszystkich szkół wyspecjalizowanych we wsparciu rodzin w ED"
krzysztofbosak,"Rodziny prowadzące dzieci w Edukacji Domowej kosztują państwo mniej środków na ucznia i statystycznie osiągają lepsze wyniki w nauce. W organizację ED jest zaangażowanych wielu konserwatystów.

Żądamy podania nazwiska autora tego haniebnego projektu!
@TRzymkowski @RadoslawBrzozka"
krzysztofbosak,"Panie Ministrze @CzarnekP, proszę zapoznać się z miażdżącą oceną merytoryczną projektu PiS przez środowisko Edukacji Domowej. Tutaj szczegółowe uzasadnienie - punkt po punkcie: https://t.co/FB6BcMwlsd

Na Pana miejscu raczej bym się podał do dymisji niż to firmował. https://t.co/YBINV4O5Em"
krzysztofbosak,"Kolejny sygnał, że PiS szykuje się do utarty władzy w przyszłym roku. Zakładają, że do 2025 będą mogli utrzymać swoich ludzi w spółkach skarbu państwa, bo ich wymianę będzie blokować ta nowa rada, zaś prezydent będzie wetował ustawę mającą zlikwidować tę radę o PR-owej nazwie 🙃"
krzysztofbosak,"W związku z tym, że minęły 2 lata od usunięcia z porządku prawa pisanego barbarzyńskich przepisów o aborcji eugenicznej warto przypomnieć o korzeniach chorej idei eugeniki. Polecam dokument „Eugenika. W imię postępu”. Poszerza horyzonty ideowe i moralne:
https://t.co/CrcbVKKWxI"
krzysztofbosak,Przecież w Polsce dzieci poczęte w wyniku czynu zakazanego są pozbawione ochrony ich prawa do życia. Inna sprawa to pytanie czy państwo polskie ma świadczyć outsourcing zabijania dzieci dla innych narodów? Tylko kto będzie weryfikował które dziecko jak się poczęło? Może nikt?
krzysztofbosak,"Czas na przeprosiny od rządu PiS dla żołnierzy, funkcjonariuszy Policji, SOP i innych służb, pracowników ochrony zdrowia, studentów uczelni medycznych i innych grup zmuszanych do przyjęcia preparatów uzasadnianych covidem.

Lepiej przyznać się do błędów niż w nie brnąc bez końca."
krzysztofbosak,"To już się robi nudne, ale znowu wyszło, że mieliśmy rację, a politycy i dziennikarze, którzy się spinali o nasze konferencje trochę się wygłupili"
krzysztofbosak,"Fakt o którym nikt już nie pamięta: jeszcze w 2018 roku, gdy w Katowicach był światowy szczyt klimatyczny i przyjechali wszyscy zaangażowani w temat, rząd wystawił tam stoisko całe z węgla, żeby pokazać światu jak to Polska węglem stoi. Wywołało to wówczas konsternację. https://t.co/JiE4dZCleZ"
krzysztofbosak,⬇️
krzysztofbosak,Policja na wojnie z podziemiem węglowym
krzysztofbosak,"Po raz kolejny, jak przy piątce przeciw rolnikom, potrzeba nadzwyczajnej mobilizacji obywateli aby zatrzymać szkodliwe lewicowe przepisy forsowane przez antyobywatelski rząd etatystów!"
krzysztofbosak,🔴 Widać olbrzymi pośpiech w procedowaniu tego bubla. Pierwsze czytanie projektu ograniczającego możliwość Edukacji Domowej ma być na Komisji Edukacji już we wtorek 25 października! 🔴
krzysztofbosak,"Rząd proponuje rękami posłów PiS szkodliwą i z nikim nie skonsultowaną ustawę, która ograniczy dostęp rodziców do Edukacji Domowej dzieci. Oczywiście pod pretekstem walki z nadużyciami. O 11:30 w Sejmie nasza konferencja prasowa na ten temat z przedstawicielem środowiska ED!"
krzysztofbosak,"Byłem na komisji gospodarki z branżą hutniczą. Moje wrażenie było takie, że oni już zostali przerobieni mentalnie. Zamiast bronić swoich interesów to powtarzali jak roboty te unijne komunały. Wybrali adaptację lub kontrolowane wycofanie z rynku a walczą już tylko o tempo i detale"
krzysztofbosak,"Wiecie co jest najlepsze? Że działania rządu PiS są tak bardzo szkodliwe, że normalny człowiek w to zwyczajnie nie wierzy. Swoją cegiełkę do tej niewiary przykładają media tzw. antypisowskie, które uwiarygodniają PiS, atakując go przez lata ze rzeczy obywatelom obojętne, jak sądy"
krzysztofbosak,"Tusk zaorany. Swoją drogą śmieszny jest ten kult rankingu z zagranicy. Oni uważają, że to jest argument nie wymagający dalszych uzasadnień. Bo jak wiadomo zagraniczne rankingi robią zawsze mądrzejsi i światlejsi, a głupie polaczki mogą tylko czekać na ocenę z zewnątrz"
krzysztofbosak,"Za chwilę podyskutujemy o wydarzeniach tygodnia w @PolsatNewsPL, zapraszam. Tak wygląda atmosfera w studiu na 2 minuty przed wejściem na żywo na antenę tv 🙂 https://t.co/LWUhI7px13"
krzysztofbosak,"GUS po raz pierwszy od dawna odnotował spadek zatrudnienia. Nie jest to zaskoczeniem, zważywszy na fakt, że od kilku miesięcy bijemy rekordy pesymizmu w odczytach nastrojów wśród przedsiębiorców oraz rekordy inflacji. Co z tego wynika i co jeszcze nas czeka? Zapraszam na wątek:"
krzysztofbosak,"Ciekawa historia rodziny pracującego w Warszawie brytyjskiego dyplomaty o polskich korzeniach, którego miałem przyjemność poznać podczas konferencji @Strategic_Ark"
krzysztofbosak,"W Polsce hodowla świń jest w regresie. Zresztą podobnie jest z bydłem. Dziś w Wielkopolsce od człowieka z tej branży usłyszałem, że między innymi z powodu przepisów i regulacji UE, które sprawiły że hodowanie jest coraz mniej opłacalne.

Zamiast rozwoju zwijamy gospodarkę rolną."
krzysztofbosak,"Z @annabrylka skończyliśmy właśnie spotkanie otwarte w Koninie! Bardzo długa i żywiołowa dyskusja. Teraz czas na obiad z działaczami, później powrót do Warszawy, a już jutro rano program w @PolsatNewsPL"
krzysztofbosak,"Może minister Niedzielski te 1,5 miliarda zapłaci Pfizerowi ze swojej własnej kieszeni?"
krzysztofbosak,"Ekolewica i działacze ruchów miejskich chyba też powinni to poprzeć bo to już prawie jak zbiorkom 🙃 Może nawet możnaby je wpuścić na buspasy, jeśli w środku jest przynajmniej 3 dzieci?"
krzysztofbosak,"Przy okazji warto zwrócić uwagę, że jednym z możliwych i nietkniętych obszarów realnej polityki prorodzinnej może być zmniejszenie nałożonych przez państwo kosztów posiadania takich aut."
krzysztofbosak,"Popularny temat wśród rodzin wielodzietnych czyli jakim autem jeździć mając 5-6 dzieci. Polecam ten film z wideobloga motoryzacyjnego, który lubię, czyli Saturday Car Fever:
https://t.co/xv0SZneiKl"
krzysztofbosak,Bdb. wątek o nastrojach ideologicznych i mechanizmach polityki
krzysztofbosak,"Gdyby bezpieczeństwo Ukrainy wisiało tylko na UE to już byłaby oddana Rosji. Możemy się co do tego zgodzić czy dalej idealizujemy i mitologizujemy klub, do którego przystąpiliśmy?"
krzysztofbosak,"Polityk PiS, którego znaleziono leżącego pijanego na warszawskiej ulicy należy do Komisji Obrony, Komisji Spraw Zagranicznych i reprezentuje Polskę jako członek delegacji do Zgromadzenia Parlamentarnego NATO. Do przemyślenia czy to na pewno dobry pomysł."
krzysztofbosak,"Miło było także na żywo poznać @TomekNarkun i posłuchać części jego dyskusji z @marcinwarchol prowadzonej przez @PatrykSlowik, oraz wymienić opinie z ambasadorem Markiem Nowakowskim 👌🏻"
krzysztofbosak,"Wracam z debiutującego w tym roku na rynku konferencyjnym nowego @ForumKrynica. Dziękuję za ciekawą dyskusję o polityce energetycznej panom @kurasroberto, Piotrowi Sabatowi z Orlenu i prowadzącemu @Piotr_Maciazek. Gratuluję organizatorom wydarzenia i dziękuję za zaproszenie! https://t.co/3RsJeYRyut"
krzysztofbosak,"Ależ ich boli ta edukacja domowa! 

Jak to wytłumaczyć, jeśli nie lewicową, etatystyczną mentalnością kierownictwa obozu rządzącego?"
krzysztofbosak,.@KONFEDERACJA_ wróciła do Komisji Obrony Narodowej
krzysztofbosak,"Aktualni optymiści migracyjni wyznają w kwestii stosunków narodowościowych pewien wariant teorii o końcu historii: nie zaprzeczają, że w przeszłości były waśnie a asymilacja/integracja nie zadziałały, ale z jakichś powodów uważają, że tym razem takiego ryzyka po prostu nie ma 🤷🏼"
krzysztofbosak,Ciekawy wątek wokół filmu o ks. Janie Kaczkowskim
krzysztofbosak,"Ciekawe kiedy UE dojdzie do wniosku, że w niektórych sektorach najbardziej ekologicznym pomysłem jest realizacja programu eurosceptyków, czyli cofnięcie integracji europejskiej. W sumie hasła „skrócenia łańcuchów dostaw” i „od pola do stołu” to jest to, ale na razie półsłówkami."
krzysztofbosak,"Rozkład jazdy na najbliższe dni:
Konin, Pabianice, Zamość, Rumia, Tczew, Płock. Zapraszam na spotkania otwarte w tych miastach! A już dziś po głosowaniach w Sejmie ruszam w trasę by jutro wziąć udział w panelu na @ForumKrynica https://t.co/Q7fHLnZnGS"
krzysztofbosak,Dla koneserów ciekawostek związanych z monarchizmem
krzysztofbosak,„Teoria gender” bywa przedstawiana jako coś naukowego i nieszkodliwego. Tymczasem praktyka gender wygląda tak:
krzysztofbosak,"Fragment rozmowy z restauratorem:

„- A funkcjonariusze Policji widzieli, że pracujecie normalnie?
- Wszyscy wiedzieli, ale nikt do nas nie przyszedł.”

Polska to kraj gdzie na szczęście trudno jest zaprowadzić totalitaryzm. Już Stalin to zauważył."
krzysztofbosak,"Na szczęście nie wszyscy są takimi służbistami i fanatykami. Podczas ostatniej wizyty na Śląsku i w Małopolsce usłyszałem ciekawe opowieści, wskazujące że w Policji jest większość normalnych ludzi, którzy przymykali oko na wariactwo @SzumowskiLukasz, @a_niedzielski i @MorawieckiM"
krzysztofbosak,"Hańba rządowi PiS, który wysyła antyterrorystów przeciw zwykłym obywatelom za nieszkodliwe oszustwo, mające ustrzec ludzi przed drakońskimi konsekwencjami szkodliwej, bezprawnej i podyktowanej z zagranicy polityki rządu!"
krzysztofbosak,"Nagranie debaty:

https://t.co/CbtvHDlzoK"
krzysztofbosak,"Gratulacje dla @BartosiakJacek i @KWojczal dobrej, ciekawej dyskusji, która właśnie odbyła się na @ForumKrynica. Tak jak przypuszczałem spojrzenia obu panów okazały się raczej komplementarne, niż wzajemnie wykluczające, a debata na żywo była bardzie sympatyczna niż w internecie🙂"
krzysztofbosak,"Dobry obrazek stanu współczesnych elit europejskich. Można być magnatem medialnym w dużym państwie UE, popularnym politykiem, członkiem chadeckiej prounijnej międzynarodówki oraz wielokrotnym członkiem rządu i można być zarazem kompletnym narcyzem i głupcem"
krzysztofbosak,"Wyrokowanie czy kultura polska jest silna/słaba wymagałoby wpierw elementarnej zgody co do tego czym ona jest. Takiej zgody obecnie nie ma. Jest ostra walka między podzielonymi Polakami ws. wszelkich podstawowych norm i ideałów. To definicja kryzysu kulturowego, w którym jesteśmy"
krzysztofbosak,"Ten ETPC potrzebny nam jak piąte koło u wozu, ale dla elit w Polsce to kolejna święta krowa, obok TSUE"
