author,content
jordanbpeterson,Kemi Badenoch is a UK leader worth her salt--someone willing to face down the woke mob @KemiBadenoch
jordanbpeterson,"This is directly from the @nytimes -- a newspaper that's been on the pro-transition side loudly, consistently and constantly. And we will soon find out that ""bone density"" problems are by no means the most severe problem caused by such ""treatment."" https://t.co/iRiRhFUUdp"
jordanbpeterson,"Is that all? ""Is there a cost?"" https://t.co/MYNAXFeVXE"
jordanbpeterson,"Lies, or utterly inexcusable ignorance. See https://t.co/jfHXHb3D6K I'm going to talk to Chloe today. https://t.co/Bilf6XzwFK"
jordanbpeterson,"Is there a cost? ⁦⁦@nytimes⁩ Ask the adolescents whose pandering cowardly medical ""professionals"" utterly inexcusably castrated then or cut off their breasts. ""Is there a cost?"" You sanctimonious butchers.  https://t.co/UEPm3WeXLA"
jordanbpeterson,"This is so good. Every time I see someone obese now I think ""carbohydrate overdose."" It's not willpower. It's not discipline. It's not exercise. It's too much sugar and carbohydrate @CarnivorousMe1"
jordanbpeterson,C02 does not cause bushfires. But false apocalyptic climate narratives definitely demoralize: Bjorn Lomborg talks with Australia's John Anderson https://t.co/6aedKjPUkD
jordanbpeterson,Who makes these decisions @YouTube @TeamYouTube ? On what grounds? For what purpose?
jordanbpeterson,"Certain activities may have to be prohibited. That will easily become anything you enjoy, peasants."
jordanbpeterson,"I am absolutely unimpressed with the decision of some bloody @youtube minion to slap a ""climate change"" context box on my video with @BjornLomborg. Haven't you at @YouTube learned anything at all from the Twitter debacle? This. Is. Not. OK. https://t.co/0Xa6vFE9bV"
jordanbpeterson,Do it @ABDanielleSmith
jordanbpeterson,Journalist @Michael_Yon certainly believes so...
jordanbpeterson,Case fatality rate literally could not be established for children.... https://t.co/pDRzLZqLTR
jordanbpeterson,"Why indeed? On what possible grounds can this be considered acceptable, let alone advisable? https://t.co/NTALQVWKiP"
jordanbpeterson,A contentious piece from journalist Michael Yon.  https://t.co/C3gKFV9Lqs
jordanbpeterson,On masking in the UK... https://t.co/JdYHreKHmW
jordanbpeterson,Remember when sensible people just knew this? Remember when there were sensible people?  https://t.co/X1SY054LLp
jordanbpeterson,"""Given Ukraine"": we'll see where that money goes. Or we won't. And the latter is much more likely."
jordanbpeterson,How about -40 stats?
jordanbpeterson,It's impossible to despise @CBCNews enough...
jordanbpeterson,This hasn't stopped the mandatory training. Or even slowed it.
jordanbpeterson,This is the man propping up Trudeau's Liberal government.... @theJagmeetSingh
jordanbpeterson,"And that's the aim, conscious or unconscious @elonmusk"
jordanbpeterson,This seems like real news...
jordanbpeterson,This man is an outright danger @s_guilbeault wake up Canadians before the climate freaks trap you in your (too-cold) home.
jordanbpeterson,We can easily get that to 90%: 59% of students fear disagreeing with professor: national survey https://t.co/Ygb0VuMfsW via @collegefix
jordanbpeterson,More global warming oops climate change... https://t.co/3iWq0aAWVX
jordanbpeterson,"Up yours, woke moralists. Truly."
jordanbpeterson,"No automobiles for you, peasants."
jordanbpeterson,"Keep your damned hands off my car,  @JustinTrudeau or face the consequences."
jordanbpeterson,"Cancel culture warrior, replete with lies.... @kentcclark"
jordanbpeterson,Canada is well on its way to becoming   an international laughing stock--and precisely for such reasons.
jordanbpeterson,You too could pay 200k to send your son or daughter to such a place. Or you could wise up and keep the money--and prevent indoctrination of precisely this sort.
jordanbpeterson,Expect WAY more of this.
jordanbpeterson,Here's a question we will never get an answer to.
jordanbpeterson,Because the private sector could not possibly manage this. Except perhaps for @elonmusk
jordanbpeterson,"This is par for the course. Higher rates of trait neuroticism among females, particularly after adolescence. And many biological differences maximize under egalitarian conditions, as everyone is freed up to manifest their own intrinsic temperament."
jordanbpeterson,Narcissistic self-aggrandizement for the participating journalists.
jordanbpeterson,One of the most toxic and racist sites (claiming the precise opposite of course) on Twitter. And that's a hard contest to win.
jordanbpeterson,No comment necessary.
jordanbpeterson,"All the purported ""climate change"" won't affect ""food security"" nearly as much as NetZero policies."
jordanbpeterson,More from the iron law of unintended consequences: https://t.co/HLTEDEE8OU via @nationalpost
jordanbpeterson,Marine Corps may drop 'ma'am' and 'sir' over gender-neutral concerns for drill instructors https://t.co/DIFo8pc1pt via @amermilnews
jordanbpeterson,Get your candles now. Before they're illegal.
jordanbpeterson,"But bicycles ""save the planet"" -- and such policies  make idiot narcissistic lawmakers feel virtuous while they waste money like profligates"
jordanbpeterson,We can get to 20% with a bit more work @JustinTrudeau
jordanbpeterson,Expect much more of this. Soon your physicians will be unable to tell you the truth. This is happening with all professional colleges and regulatory boards.
jordanbpeterson,That's not a Tesla. Why not? Three guesses @WhiteHouse
jordanbpeterson,Many politicians (and no small proportion of businesspeople) believe that the amount spent is an indicator of progress made. Wouldn't it be lovely if it was that simple?
jordanbpeterson,Where is all this money going? Does anyone know? It seems very unlikely given this: https://t.co/Ju4ju1Lrlm
jordanbpeterson,"And this manipulative propaganda: ""give the gift of protection"" implying (1) that it's a Christmas gift for everyone and (2) ""aren't you moral for vaccinating yourself to protect others."" Sickening moralizing. So tiresome."
jordanbpeterson,Big government shilling for the pharmaceutical companies again.
jordanbpeterson,At a church this morning. At least 70% of attendees masked. Our idiot governments are not yet done terrifying their (elderly) citizens. Appalling. @fordnation @JustinTrudeau
jordanbpeterson,Just prior to an election...
jordanbpeterson,This is truly worse than Nixon's Watergate. Absolutely beyond comprehension--this level of government/media collusion. The FBI colluded with Twitter to suppress truthful coverage of the President's son's business dealings by the NY Post and other news media orgs fell into line.
jordanbpeterson,Just before an election...
jordanbpeterson,Jordan Peterson LIVE at The History of Civil Liberties in Canada Series https://t.co/06P0tEO3xw via @YouTube
jordanbpeterson,The revolutionaries always become the persecutors. A good article from @nytimes (isn't that something?) https://t.co/rFOQhy05dX https://t.co/mHOT9J1Bco
jordanbpeterson,Votes are appreciated.
jordanbpeterson,A speech I gave on Tragedy vs Evil some years before the notoriety hit: I think I managed something arguably worthwhile here https://t.co/LjW2AatIC0 via @YouTube
jordanbpeterson,"Museums: paean to the patriarchy, according to the woke destroyers of everything... have you been to an art museum lately? The moralists of today  are lauding it over the geniuses of the past, and being paid to do it."
jordanbpeterson,This is what 1.2 billion a year in government subsidies to the cringing milksop suckups at @CBCNews buys @s_guilbeault and @JustinTrudeau
jordanbpeterson,You get what you aim for.
jordanbpeterson,"Expect much more of this, Canadians. Much much much more."
jordanbpeterson,Still shilling for Big Pharma @WhiteHouse how appalling...
jordanbpeterson,"After a fair and timely trial, of course."
jordanbpeterson,A school principal in the UK was reported and investigated for hate speech because she invited me to see her school @Miss_Snuffy can verify
jordanbpeterson,:) very funny @WarriorHeart8
jordanbpeterson,You tell them Mr Oliver @thecoastguy
jordanbpeterson,It's worse than I thought. I trusted the vaccine process more than I should have. I thought the lockdowns and masks were a terrible idea but I still thought we could rely on public health and science.
jordanbpeterson,Tell him to tell them to go to hell.
jordanbpeterson,Oh look the legacy press is inventing another Donald Trump
jordanbpeterson,From Freud:minimization as a defence mechanism.
jordanbpeterson,Lies distributed as only woke Canadian Liberal politicians can distribute them @JonathanWNV
jordanbpeterson,"This is utterly appalling. Canadians,  wake the hell up. This is nothing but insistence that private companies toe the demented woke line."
jordanbpeterson,We could try making it actually possible for qualified undergraduates to attend medical school. I've known many students with 4.0 averages and excellent MCAT scores who were rejected for multiple years running.
jordanbpeterson,Draw your own conclusions... https://t.co/H9IqcD8owl
jordanbpeterson,":)
:)
:)"
jordanbpeterson,The great @DouglasKMurray is going to join the Exodus Seminar second half
jordanbpeterson,Read this and think about it VERY carefully Canada: the iron law of unintended consequences https://t.co/te6ZKLMAYL
jordanbpeterson,Never again. Never again. Never again.
jordanbpeterson,:) @MikhailaFuller
jordanbpeterson,Maybe also put a true five second (?) delay on tweet sends (and do AB AB testing of the effectiveness of different delays?) The cost of posting should not be zero @elonmusk
jordanbpeterson,Utter madness at a NetZero level... https://t.co/P3BhimlWBs
jordanbpeterson,Perhaps the left might reconsider cozying up to Iran then.  https://t.co/pNhAeYrjtj
jordanbpeterson,Don't do it. You get to have a learning curve just like everyone else @elonmusk
jordanbpeterson,Doesn't the carnivore diet encourage ketone utilization @MikhailaFuller ? Isn't that why it treats epilepsy?
jordanbpeterson,Live and learn. At least for the true leaders @elonmusk
jordanbpeterson,This is utterly typical of the inability of the radical leftists to even organize their own movement--as admitted even by the @nytimes https://t.co/NdBSYeSDI6
jordanbpeterson,Nine new songs. They've been delayed for complicated reasons.
jordanbpeterson,Slogan slogan cliche virtue-signal slogan slogan
jordanbpeterson,Slogan slogan cliche virtue-signal  slogan slogan
jordanbpeterson,Expect much more of this... https://t.co/bk9fhQcOC6
jordanbpeterson,"I don't really think that it's ""wishful thinking"" as ""pick up your cross and follow me"" is literally the antithesis of wishful thinking but this is a thoughtful article https://t.co/107eVfOMex"
jordanbpeterson,Never again. Never again. Never again.
jordanbpeterson,"(I agree: this was a good point): ""Jordan peterson makes a really good point"" https://t.co/jok5wMQ8FI"
jordanbpeterson,He does have a few other things on his mind @elonmusk
jordanbpeterson,We could probably give @elonmusk a few months to slay this particular extremely toxic dragon @bariweiss @EricRWeinstein
jordanbpeterson,"Watched Elvis, the newish musical, for the 2nd time. Thought it was good the 1st, but truly great the 2nd. A real fairy tale; brilliant editing; sophisticated trickster folie-a-deux subplot; beautiful visually; great music. So American in all the best ways @bazluhrmann a classic"
jordanbpeterson,On an all-beef diet you too could look like this @MikhailaFuller :)
jordanbpeterson,Truth is the antidote to suffering @Breedlove22
jordanbpeterson,"""Big Pharma lost"" (???). This might be the most preposterous anti-truth ever Tweeted.  And that's saying something."
jordanbpeterson,Misperception and Amplification of Climate Risk: risk to children – Watts Up With That? https://t.co/QWWbQsXrQy
jordanbpeterson,"University staff plotting with trans activists? Say it ain't so, Joe."
jordanbpeterson,Hmmm...https://t.co/QUvMBox4Y8
jordanbpeterson,Never again. Never again. Never again: https://t.co/l19Uwqx1ag
jordanbpeterson,"We need much more of this. Centrists, do your duty!"
jordanbpeterson,M.Ed Equity Studies. That says it all.
jordanbpeterson,Could Freud have been any more prescient when he identified the Devouring Mother as a prime threat to mental health and independence?
jordanbpeterson,It would so sad to see @CNN descend even faster into absolute irrelevance.
jordanbpeterson,There's no doubt that these two occurrences are similar but the present psychogenic epidemic is even more serious and malevolent
jordanbpeterson,Congratulations ⁦@GadSaad⁩: The Saad Truth about Happiness: pre-order now https://t.co/en5nK4V55U
jordanbpeterson,I don't think men can be lesbians either although I can understand why they might want to be :)  https://t.co/wYNVLajd2D
jordanbpeterson,"My friend, former student, and Exodus panelist (although still somewhat impenitent liberal) @GreggHurwitz has a new graphic novel/comic book compilation out. Social satire with a sci-fi twist https://t.co/MTrEar1X8E"
jordanbpeterson,"This will be their primary ""smart"" purposes. Beware of centralizing tech in the hands of woke tyrants."
jordanbpeterson,"""hydrogen ready"": your new heater will run on a delusion!"
jordanbpeterson,"Stop supporting him then, you two-faced hypocrite: pick a side. A smart man would pick his own side. But if you have to be a toady to @JustinTrudeau don't simultaneously stab him in the back @theJagmeetSingh"
jordanbpeterson,"So the radicals continually make their own organizations unproductive and toxic, and admit it, and still insist that the world would be improved by the universal application of their ""principles."""
jordanbpeterson,Your destiny calls to you by making things bother you.  A secret to success...
jordanbpeterson,Pray our way or die heretic.
jordanbpeterson,"This would be good if it were true, and maybe it's true a little, but the concluding paragraph leads me to believe there's a lomg way to go yet. Message to repentant leftist extremists: Best not to end a confession on a self-justifying and demonizing note https://t.co/NdBSYeS5Sy https://t.co/ofeFdIJ2a9"
jordanbpeterson,An informative string
jordanbpeterson,"Is ""detest"" synonymous with ""phobic""?"
jordanbpeterson,Can you imagine anything more ironic than being hectored for your immorality by @AOC ?
jordanbpeterson,What a shock. And Canadians are so enmired in idiot bureaucracy that we couldn't manage it if we tried. Which we won't.
jordanbpeterson,"They've stopped participating in patriarchal oppression and raping of the planet-virgin. We should be celebrating 
:("
jordanbpeterson,It's not an attempt. It's the real thing @elonmusk @JustinTrudeau and it won't stop there.
jordanbpeterson,God preserve us from bold action undertaken by @theJagmeetSingh
jordanbpeterson,Congrats @michaelmalice
jordanbpeterson,"Definitely,"
jordanbpeterson,I believe this to be true.
jordanbpeterson,Now noticing is the crime. Not the over-the-top look-at-me I'm-as-strange-as-I-can-be but you have to pretend it's normal or else act.
jordanbpeterson,"""a precarious position"" to say the least"
jordanbpeterson,Your thoughts and opinions are what Trudeau regards as mis- and dis-information @JustinTrudeau make no miatake about it.
jordanbpeterson,"""It prevents suicide"" lies lies lies lies there is no data supporting her claim. None."
jordanbpeterson,Keep your kids out of schools where the narcissists of compassion extend their authoritarian rule. She's a classic example: so nice. Hansel and Gretel and the devouring gingerbread-house witch.
jordanbpeterson,I'm having quite a hard time with the whole male lesbian thing too. Seems more like predatory narcissism to me.
jordanbpeterson,I'd vote for Nashville. Nashville is great.
jordanbpeterson,It's about time. Young people: the progressives hate your future and aren't too fond of you either.
jordanbpeterson,For shame @es_Khamenei
jordanbpeterson,"""Us""'meaning poor people. It's the poor that will bear the brunt of hypothetically green policies."
jordanbpeterson,"Let's be crystal clear about one psychological fact: ""sexual orientation"" is not synonymous with ""identity."""
jordanbpeterson,"Consciousness, Chaos and Order | Dr. Robin Carhart-Harris | JBP Podcast #314 https://t.co/GmNUWU40pr via @YouTube"
jordanbpeterson,Cancel this scientist now! @RCarhartHarris we discussed developments at the frontier of cognitive neuroscience and neuropsychopharmacology: consciousness; criticality; chaos and order
jordanbpeterson,https://t.co/5UjESwhM1y
jordanbpeterson,A more humane view of the future: thoughts for 2023 with ⁦@BjornLomborg⁩ https://t.co/4XRJO9MhDc
jordanbpeterson,That's certainly how I've always understood it :) @vervaeke_john
jordanbpeterson,https://t.co/OyAhGeTbaV
jordanbpeterson,This is really good news.
jordanbpeterson,Something valuable from ⁦@TheAtlantic⁩  https://t.co/rMgdNnbZME
jordanbpeterson,Excuse me @elonmusk... @ShaunRickard67 is carefully and appropriately and forthrightly mounting legal challenges to the Canadian government (Covid travel restrictions) and it would be helpful to have his Twitter ban rescinded.
jordanbpeterson,Two thumbs up and hello to the Boney M crew... https://t.co/v7417qWCFR
jordanbpeterson,"This plan will kill elderly people, who are differentially sensitive to respiratory infections as @BjornLomborg has publicized. Delusional green policies kill. Literally. Now."
jordanbpeterson,Oh oh.
jordanbpeterson,"More support-the-climate-change-narrative-at-any-cost reporting from the tripe producers at our government-shill ""broadcaster"" @CBCNews"
jordanbpeterson,"Suffering--and causing, on a much larger scale :)"
jordanbpeterson,And virtualization may well enable psychopathy.
jordanbpeterson,Remember when it was those on the left criticizing big pharma and its government collusion? @rustyrockets
jordanbpeterson,This perhaps should be more widely attended to.
jordanbpeterson,And you know what goes before a fall?
jordanbpeterson,If only the UK had ample supplies of some flammable magic black rock to replace these poor doomed trees...
jordanbpeterson,I e seen a lot of fusion breakthrough claims in my day. It's a long way to Tipperary yet folks. Excerpt from the article. https://t.co/qKYO3PrTex
jordanbpeterson,Better a petty fiefdom than a centralized globalist utopian delusion.
jordanbpeterson,Climate change is to blame for everything. Except leftist utopian journalists.
jordanbpeterson,This doesn't seem true according to this: https://t.co/qpxEEV32zZ it's hard to know who to trust now so any clarification would be welcome. See also https://t.co/T7CGVRFLyT
jordanbpeterson,"This seems highly probable to me, for what it's worth. We'll see... https://t.co/PG5utRhBNL"
jordanbpeterson,"Conservatives, here's your chance.... all civic duty avoided will be abused as power by woke tyrants."
jordanbpeterson,"Maybe it's time to end the hammerlock Faculties of Education have on ""teacher"" certification.  Maybe it's well past time."
jordanbpeterson,Watch out everyone. The climate change fascists are spreading their claws.
jordanbpeterson,This is at least mildly telling...
jordanbpeterson,What the hell @fordnation ?
jordanbpeterson,This seems like an informative thread.
jordanbpeterson,And the faster we sacrifice the world's poor to the great nature goddess Gaia the better.
jordanbpeterson,Why aren't Americans flocking to the COVID vaccine booster? Should they?  https://t.co/neAwWPPADp
jordanbpeterson,Throw your plastic straight into the trash. Where it belongs. Do not dump it into the oceans; do not ship it to poison citizens of the third world.
jordanbpeterson,Your universities at work.
jordanbpeterson,NP View: Trudeau's late-stage Liberals crashing the government - National Post https://t.co/3XQ3ZzRquh
jordanbpeterson,Rex Murphy: Do you want the Liberals deciding what you read and watch? - National Post https://t.co/JKymM9b1B8
jordanbpeterson,People seem to like this: on the meaning of music https://t.co/QMFermTjHg
jordanbpeterson,Perhaps this clarifies things. Although this definition is definitely not designed to clarify but to purposefully and narcissistically confuse. https://t.co/fc9o0JtCIk. https://t.co/YUBjDTxnib
jordanbpeterson,"What percentage of people know (or care) how to define ""demiboy?"" Who decided this was a new identity category? Subtle indoctrination by leading question. Unbelievably corrupt and serpentine."
jordanbpeterson,"Because the ""conservatives"" have been betrayed from within.  https://t.co/ziRlnWA8Za"
jordanbpeterson,"Elites and everyone else. It's on is, people, and if we are derelict in our individual responsibility ideological tyrants will take up the slack. ⁦@BjornLomborg⁩ and I (and many others) are trying to prioritize... https://t.co/lRFCZoAptJ"
jordanbpeterson,More on the counter-woke front: https://t.co/hLh1Forf0x
jordanbpeterson,"?? @YouTube placed an Encyclopedia Brittanica piece on the Holocaust at the beginning of this clip from my Exodus Seminar. What exactly is being insinuated here, @YouTube? I'm not impressed. https://t.co/BNcXcTsvMh via @YouTube"
jordanbpeterson,It's actually seven million copies. But why do your homework? https://t.co/6mrmWqduBh
jordanbpeterson,Sorry. Not beautiful. And no amount of authoritarian compassion is going to change that :)
jordanbpeterson,Ukraine must be in dreadful shape indeed if it needs Canada's help with energy infrastructure
jordanbpeterson,"""no one needs to do"" let people like this define need and you'll be eating bugs in your cold hovel in no time"
jordanbpeterson,Maybe someone you know would like this for Christmas....https://t.co/NPdATxxDy4 https://t.co/CLXoesgf2s
jordanbpeterson,Keep it up you pathetic fools. Did you report anything about his efforts to reduce child porn on Twitter? After nothing was done about it for years? Defund @CBCNews and the sooner the better.
jordanbpeterson,Who defines hate? Those you would least trust with that responsibility.
jordanbpeterson,"Thanks very much to all my viewers and listeners: 6,000,000 subscribers as of today on YouTube https://t.co/SoZ6XKZVMG… subscribe today (if you wish to :)"
jordanbpeterson,Save the planet: burn the forests.
jordanbpeterson,"""anti-trans-gender activists such as Helen Lewis."" Well-known right winger Helen Lewis :) you literally can't make this stuff up."
jordanbpeterson,At the events it's about 60:40 male to female. On YouTube it skews more male but that's true of YouTube generally.  Of course all the female attendees and viewers identify as inceis too :)
jordanbpeterson,Christmas gift idea: boxed set: 24 Rules for Life. Beautifully produced by Penguin Random House UK: https://t.co/OikMhPmVox https://t.co/IYUxUjuQro
jordanbpeterson,"This is why @bjornlomborg estimates  150k people will die this winter in Europe because of the ""energy shortage."" https://t.co/vFozh8bEOo"
jordanbpeterson,Anyone who thinks the @CBC is still relevant in any meaningful way is stuck in 2010. Or 1990. Or 1970.
jordanbpeterson,"He's now officially far-right (@elonmusk )--or so insinuates the serpentine @nytimes. I think you may have bit off more than you can chew,  there, ""progressives."" The tide is turning."
jordanbpeterson,"""studying disinformation"" see bio"
jordanbpeterson,"""caretakers"" another step in the linguistic destruction of mother and father"
jordanbpeterson,The Democrats suffer from the peculiar delusion that this race and sex categorization as a substitute for merit is both popular and moral.
jordanbpeterson,She's a very toxic actor.
jordanbpeterson,This is amusing. A lot if people come to my lectures dressed to the nines. It's a thing. They look like adults. That's a thing too.  Remember it?
jordanbpeterson,"It's obviously better to rely on dictators and comparatively expensive and unreliable fuel from abroad. While killing agriculture. And making the planet worse.  And spending untold billions on unreliable and often nonexistent ""renewables."""
jordanbpeterson,Maybe they'll find a date. A willing date. Among the sane :)
jordanbpeterson,Allah willing.
jordanbpeterson,"That doesn't justify its forced use; particularly on children. And it's not about you. It's about the millions who were so forced and the permanent damage done to trust in the research, gov't and medical establishments."
jordanbpeterson,Excellent evil insect overlord photo @TheAtlantic you pathetic rag
jordanbpeterson,The obvious makes itself manifest yet again.
jordanbpeterson,When hell freezes over.
jordanbpeterson,"God preserve us from ""safety experts"""
jordanbpeterson,"""Due to Elon Misk's campaign of criticism against him"" shoot the messenger say the leftists"
jordanbpeterson,It's all part of the plan to make the planet worse while impoverishing people. And it's working.
jordanbpeterson,Jonathan or Matthieu Pageau @PageauJonathan @joerogan
jordanbpeterson,Degrowth means nothing but yummy bugs in the cold dark and damp for you peasants.
jordanbpeterson,Newsweek @Newsweek bucks the woke legacy media trend yet again.
jordanbpeterson,"""Democratic digital strategist"": let's use the government and its monopoly on force to punish people richer than us for holding views we dislike!"
jordanbpeterson,"She has a ""protected account,""
which makes it impossible to retweet her postings @NaomiAKlein"
jordanbpeterson,They don't expect you to be allowed to own a vehicle. Make no mistake about it: they will come for your car.
jordanbpeterson,And it's very cold.
jordanbpeterson,"Left anti-semitism: I don't hate Jews; I just love their enemies. Rightist anti-semitism: some variant of ""Hulk smash."""
jordanbpeterson,This is exactly what you should expect @CTVNews to report and @globeandmail to retweet: not the Twitter files indicating unparalleled gov't corporate fascist collusion but woke fools in San Francisco booing @elonmusk
jordanbpeterson,Expect much more of this.
jordanbpeterson,There is nothing remotely conservative about NetZero.
jordanbpeterson,"Yeah, right :( @theJagmeetSingh received nothing of value for his betrayal of Canada and will remain unmoved in his incomprehensible support for @JustinTrudeau no matter what."
jordanbpeterson,We can easily top that.
jordanbpeterson,"This is accurate. Clinicians participating are implicit in producing a psychogenic epidemic. For the history of such social illnesses, which almost always preferentially affect young women, see Henri  Ellenberger: The History of the Unconscious (a truly great book)."
jordanbpeterson,Looks like we'll be able to replace whole humanities departments and their tenured faculty with ChatGPT:
jordanbpeterson,The chickens finally came home to roost for the appalling self-righteous bullies at @oberlincollege
jordanbpeterson,Now we just have to determine how to protect ourselves from our protectors @VP
jordanbpeterson,"There is nothing you will own, no matter how minor, that you will not be morally berated for. Or taxed. Or punished.  https://t.co/xoTGNjrtWH"
jordanbpeterson,Follow our religion. Or else.
jordanbpeterson,"Better people than you @nandoodles have tried, as you are trying, to cancel me and failed--just as you will. https://t.co/3MHlZVU8e3"
jordanbpeterson,It can go on until we're all poor and the planet is in consequence decimated. That's the current plan @BjornLomborg @mattwridley @DrTupy @SteveKoonin @AlexEpstein
jordanbpeterson,"It's all bullying to you. Except when you do it--and it's something you specialize in proudly.  But when you do it, of course. it's moral virtue."
jordanbpeterson,Wait until a few more years have passed under the guidance of @JustinTrudeau and his lapdog @theJagmeetSingh. We can easily make everyone poorer and more desperate. While making the planet worse.
jordanbpeterson,A helpful Air Canada employee named Vincent responded and helped set things right. Thank you Vincent @AirCanada
jordanbpeterson,I use them all the time. No other way of touring. Commercial flights are far too unreliable. Plus there's the benefits of fertilizing plants with the addition C02 production.
jordanbpeterson,In my recent experience-with plenty of flights-the new quasi-3rd world normal is delay for hours or days 50% of the time. How is this suddenly ok? @AirCanada is no worse than other airlines but certainly no better.
jordanbpeterson,"It's a principality, good sir, and not a virus. A distributed system of ideas acting like a force of possession. Or it's just just possession :) @PaulVanderKlay @PageauJonathan"
jordanbpeterson,"Remember before the Great and Unnecessary Lockdown when you could buy things and flights were on time? 2 hour delay out of Comox today, despite perfect weather @AirCanada and we miss our connection. Why? Don't ask such questions..."
jordanbpeterson,Compelled speech:not acceptable. Gain of function research = millions dead. Millions. Not hundreds of millions. Yet.
jordanbpeterson,"Short-term mating strategy are associated clinically with antisocial personality disorder and its associated pathologies (narcissism, psychopathy, etc.). Cold hard facts."
jordanbpeterson,Could this be because the woke mob demoralizes boys at absolutely every opportunity?
jordanbpeterson,The sooner the better.
jordanbpeterson,Net harm to young people with Covid boosters? https://t.co/XJYNZa0cRD https://t.co/doV6JW0wKG
jordanbpeterson,Court permanently blocks Biden transgender surgery mandate. https://t.co/ZGglEwHaoM
jordanbpeterson,Coming soon to a city near you.
jordanbpeterson,Let's destroy our energy industry and keep Canadians poor while not saving the planet instead ⁦@JustinTrudeau⁩  https://t.co/AbrP2i8AcG
jordanbpeterson,Prograding. Not retreating. Rising sea levels? An anti-truth.
jordanbpeterson,This miserable creature is at it again. She's perfected large-scale female-type antisocial mobbing.
jordanbpeterson,Know them by the friends they keep.
jordanbpeterson,Go Rex.
jordanbpeterson,Young people: a much better model for your future. Enough apocalyptic demoralization. Don't let the eco-fascists impoverish you and destroy your opportunities.  https://t.co/V975PXsKwj
jordanbpeterson,Isn't t this a fine kettle of fish? https://t.co/lSeffsNnZk
jordanbpeterson,Try https://t.co/v3yOh8oeOO.  Really.
jordanbpeterson,And it's getting just impossible to find child porn... :)
jordanbpeterson,https://t.co/ttqM1at5hN
jordanbpeterson,ESG is propaganda fir those with an anti-human-flourishing agenda.  Plain and simple.
jordanbpeterson,This keeps getting more and more intense....
jordanbpeterson,Scumrats at @CBCNews at it again.
jordanbpeterson,"It's a marker for narcissism. Not unerring, but a marker."
jordanbpeterson,"When I see obese people now I always think ""serious and unfortunate physical illness brought on by Food Pyramid carbohydrate propagandists"""
jordanbpeterson,Wait until you see my soon-to-be released lecture: The Logos: live at the steps of the Ephesus library @wokal_distance
jordanbpeterson,"This @yoyoel is quite the piece of work. Truly. And his PhD in a pseudo discipline. For an ""auto-ethnography"" (a pseudo-academic endeavour) in relationship to Grindr use. https://t.co/Q7ftvCSTZY"
jordanbpeterson,"This seems to be what a lot of ""spending"" is doing. It's not what you spend. It's what you purchase in consequence."
jordanbpeterson,More trouble in the scientific community.  https://t.co/gzv3bN8hmE
jordanbpeterson,The Germans can still pull it together when they need to. Canadians take note. We could put our energy industry back on track if we made it a priority.
jordanbpeterson,All by Myself is a contender. Last kind words by Geeshie Wiley is heart breaking.
jordanbpeterson,The claim of reduction in suicide risk consequential to surgical/hormone intervention of gender dysphoria is an outright lie.
jordanbpeterson,"The @nytimes is anti-human, not pro-planet."
jordanbpeterson,Belgium is of course only forty feet wide.
jordanbpeterson,"""mandatory ideological compliance"" make no mistake about it."
jordanbpeterson,Use it as you see fit @PaulVanderKlay
jordanbpeterson,"You don't give a damn about ""warm homes."" The energy crisis is completely unnecessary. The death of 147,000 mostly elderly people in Europe this winter from cold looms. It's on you and the other climate doomsayers. Enough is enough."
jordanbpeterson,Missed you :)
jordanbpeterson,"Well, Net Zero zealots? If ""climate change"" was killing 147,000, there would be addled woke moralists gluing themselves to everything in sight. Seriously."
jordanbpeterson,"It's not a ""cost of living crisis."" It's a demented anti-human woke-policy-consequence crisis."
jordanbpeterson,"See that? ""Die."" Happy now, green moralists? A few less extraneous people; a little less CO2. Progress. Or am I missing something? NetZero sloganeers: this is on you."
jordanbpeterson,"""pivot"" oops sorry about cutting off your daughter's breasts to please the addled mob..."
jordanbpeterson,"""George Monbiot is a Guardian journalist"""
jordanbpeterson,What the radical right really thinks of me (apparently): Jordan Peterson Dismantled https://t.co/1mwRsoudm6 via @YouTube
jordanbpeterson,Is it woke? Three guesses....
jordanbpeterson,"NHL-promoted trans hockey tournament ends predictably, with male domination and concussed female player | The Post Millennial | https://t.co/7VB7nIXy0Q https://t.co/18ddcnLdLq"
jordanbpeterson,Too many people on the planet anyway... How many out there still think such utterly destructive thoughts? And assume that makes them somehow choral? Anti human green policies deprive and destroy....
jordanbpeterson,I can't imagine why: see The Great Climate Con: https://t.co/kPLRLmeaan
jordanbpeterson,Beware of sacrificing local sovereignty to the globalist utopians.
jordanbpeterson,Look at what psychologists have discovered after literally ignoring left-wing authoritarianism (or even insisting that it didn't exist) for seven decades.
jordanbpeterson,This is what suppression of free speech leads to. https://t.co/Vv5vlNfKo0 via @YouTube
jordanbpeterson,Also @mattwridley
jordanbpeterson,"Didn't the BBC admit that they had a ""liberal bias"" and pledge to address it?"
jordanbpeterson,"Bjorn and I and many others @ShellenbergerMD @BjornLomborg @DrTupy @AlexEpstein are trying to outline a positive vision for the future: not one of top-down restriction, utopian fascism and anti-human fear-mongering."
jordanbpeterson,Twitter sued for allegedly refusing to remove child porn https://t.co/zmdrgNhph7
jordanbpeterson,This character seems to be showing up a lot @yoyoel
